,loss,acc,recall,precision,f1_score,val_loss,val_acc,val_recall,val_precision,val_f1_score,lr
0,0.2614181935787201,0.6979593634605408,0.6014425158500671,0.7658805251121521,0.6942967176437378,0.5040026903152466,0.2495952546596527,0.23044344782829285,0.2495952546596527,0.2396373152732849,0.0010000000474974513
1,0.19381365180015564,0.7859413623809814,0.7234527468681335,0.8369401097297668,0.7807483673095703,0.6209604144096375,0.06556934863328934,0.011210761964321136,0.03099173493683338,0.06606217473745346,0.0010000000474974513
2,0.17914636433124542,0.8014765977859497,0.7471847534179688,0.8464417457580566,0.7952871322631836,0.9662639498710632,0.274959534406662,0.20403587818145752,0.30176860094070435,0.29300516843795776,0.0010000000474974513
3,0.1690146028995514,0.8126538395881653,0.7657049894332886,0.852723240852356,0.805630087852478,0.2739383280277252,0.654074490070343,0.5886895656585693,0.7005633115768433,0.6435233354568481,0.0010000000474974513
4,0.16228918731212616,0.822395384311676,0.7755700349807739,0.8554198145866394,0.8139727711677551,0.21381697058677673,0.7674041986465454,0.6467364430427551,0.8333868384361267,0.7507772445678711,0.0010000000474974513
5,0.1395237147808075,0.8449549078941345,0.808841347694397,0.8767717480659485,0.8360735774040222,0.22764144837856293,0.7692930102348328,0.7052814960479736,0.8072426319122314,0.7569947838783264,0.0005000000237487257
6,0.13398809731006622,0.8523892760276794,0.8182410597801208,0.8804326057434082,0.8416841626167297,0.58311927318573,0.5518078804016113,0.5490782260894775,0.5807641744613647,0.5582901835441589,0.0005000000237487257
7,0.13152983784675598,0.8538761138916016,0.822196364402771,0.8807636499404907,0.8450505137443542,0.20064054429531097,0.8062601089477539,0.7695565223693848,0.7959288954734802,0.7857513427734375,0.0005000000237487257
8,0.1290728598833084,0.8561320900917053,0.8283852934837341,0.8851432204246521,0.8476850390434265,0.15221217274665833,0.8456556797027588,0.8168908953666687,0.8379759788513184,0.8243522644042969,0.0005000000237487257
9,0.12714619934558868,0.8587469458580017,0.828013002872467,0.8852295875549316,0.8490023016929626,0.13853038847446442,0.8586076498031616,0.8029397130012512,0.884710431098938,0.8453367948532104,0.0005000000237487257
10,0.12400760501623154,0.8595160245895386,0.8337365984916687,0.8865851759910583,0.8493925929069519,0.1922502964735031,0.7868321537971497,0.7291978001594543,0.8012592196464539,0.7670984268188477,0.0005000000237487257
11,0.12257665395736694,0.8644380569458008,0.837645411491394,0.8893774747848511,0.8542225360870361,0.15825915336608887,0.8402590155601501,0.7710513472557068,0.8580538034439087,0.8220207691192627,0.0005000000237487257
12,0.1195710152387619,0.8687448501586914,0.8419730067253113,0.8911544680595398,0.8575889468193054,0.15402427315711975,0.8443065285682678,0.7772794961929321,0.8637873530387878,0.8233160972595215,0.0005000000237487257
13,0.11806487292051315,0.8665401935577393,0.8422987461090088,0.8911480903625488,0.8570522665977478,0.2206849306821823,0.7714517116546631,0.7242152690887451,0.7942622900009155,0.7593264579772949,0.0005000000237487257
14,0.11414176225662231,0.8722313642501831,0.8502559065818787,0.8961694836616516,0.8631018996238708,0.13226836919784546,0.8621155023574829,0.8355754613876343,0.860662043094635,0.8455958962440491,0.0005000000237487257
15,0.11187797784805298,0.875,0.853373646736145,0.8988824486732483,0.8659803867340088,0.19302083551883698,0.7973556518554688,0.7304434776306152,0.8384329676628113,0.7839378714561462,0.0005000000237487257
16,0.11258987337350845,0.8748974800109863,0.8492787480354309,0.896943211555481,0.8635897040367126,0.1409754455089569,0.8424177169799805,0.8405580520629883,0.8409770727157593,0.8360103368759155,0.0005000000237487257
17,0.11073929071426392,0.8757690787315369,0.8569101691246033,0.8956276178359985,0.8661755323410034,0.13797572255134583,0.8564490079879761,0.836571991443634,0.8832193613052368,0.8515543937683105,0.0005000000237487257
18,0.10911668837070465,0.87571781873703,0.855467677116394,0.8982264399528503,0.8662242889404297,0.22076484560966492,0.7776578664779663,0.7027902603149414,0.8229288458824158,0.7650259137153625,0.0005000000237487257
19,0.10762832313776016,0.8785377144813538,0.8596091270446777,0.9019138813018799,0.8690052032470703,0.1503249853849411,0.8626551628112793,0.8044344782829285,0.8848999738693237,0.8445596098899841,0.0005000000237487257
