,loss,categorical_accuracy,recall,precision,f1_score,val_loss,val_categorical_accuracy,val_recall,val_precision,val_f1_score
31,0.3355371952056885,0.9130551218986511,0.7349315881729126,0.9383114576339722,0.9040215611457825,0.5195111632347107,0.8827160596847534,0.6498358845710754,0.9192857146263123,0.8744633197784424
32,0.33222347497940063,0.9131892919540405,0.714224100112915,0.9388366937637329,0.9038288593292236,0.5430490374565125,0.8864734172821045,0.6856854557991028,0.9250681400299072,0.8799271583557129
33,0.3351210951805115,0.9112437963485718,0.7062122225761414,0.9398785829544067,0.9028652310371399,0.5993607044219971,0.8859366774559021,0.5766220688819885,0.9217110276222229,0.8775854706764221
34,0.32871168851852417,0.913390576839447,0.7169357538223267,0.940268337726593,0.9047925472259521,0.5466682314872742,0.8754696846008301,0.6356980800628662,0.9034804701805115,0.8684792518615723
35,0.32631203532218933,0.9129880666732788,0.7004806995391846,0.9339358806610107,0.906655490398407,0.5275279879570007,0.8805689811706543,0.6197929978370667,0.9373806715011597,0.882789134979248
36,0.3131347596645355,0.9171474575996399,0.7068901658058167,0.9451219439506531,0.9092894792556763,0.5290402770042419,0.9012345671653748,0.7046200633049011,0.9343823194503784,0.8926759362220764
37,0.3140864372253418,0.9146652221679688,0.728152334690094,0.9428616762161255,0.907233715057373,0.5815684199333191,0.8564143776893616,0.6523604989051819,0.9301655888557434,0.8601534962654114
38,0.31050050258636475,0.9194284081459045,0.71477872133255,0.9473941922187805,0.9117307066917419,0.5028435587882996,0.8907675743103027,0.6056551337242126,0.9209213256835938,0.8851307034492493
39,0.3103674650192261,0.9172816276550293,0.7081844210624695,0.946540355682373,0.9112167358398438,0.49718305468559265,0.8888888955116272,0.675586998462677,0.9240331649780273,0.884090006351471
40,0.31224602460861206,0.9198980331420898,0.7343769073486328,0.9478205442428589,0.9116021990776062,0.4710123538970947,0.9004294276237488,0.6879575848579407,0.9209192395210266,0.890594482421875
41,0.3065151572227478,0.9200993180274963,0.7381979823112488,0.9450844526290894,0.9116021990776062,0.730572521686554,0.8421900272369385,0.5364806652069092,0.9011874198913574,0.8372576832771301
42,0.30247995257377625,0.9222460985183716,0.7097251415252686,0.9521290063858032,0.9135937690734863,0.5360968112945557,0.8923779129981995,0.6553900241851807,0.9371840953826904,0.8877325057983398
43,0.3015705943107605,0.922380268573761,0.718106746673584,0.9541434645652771,0.9140434265136719,0.5048373937606812,0.8910359740257263,0.5713203549385071,0.9251839518547058,0.884090006351471
44,0.29089027643203735,0.9225144386291504,0.7131763696670532,0.9538410902023315,0.9151356220245361,0.5256214141845703,0.8862050175666809,0.5844483971595764,0.9071316719055176,0.8809678554534912
45,0.2951986491680145,0.9259358644485474,0.7112658619880676,0.9544326663017273,0.9184119701385498,0.4609920382499695,0.9009661674499512,0.6786165237426758,0.9388753175735474,0.8931963443756104
46,0.29787635803222656,0.9246612191200256,0.6907432675361633,0.9531422853469849,0.9155210256576538,0.5200008749961853,0.8899624347686768,0.6488260626792908,0.9068454504013062,0.8872122168540955
47,0.2859428822994232,0.9270763397216797,0.7138543128967285,0.9571936130523682,0.9191828370094299,0.5911502838134766,0.8945249319076538,0.5400151610374451,0.9402197599411011,0.8843501806259155
48,0.2948641777038574,0.9227827787399292,0.6970911026000977,0.952826201915741,0.9163562059402466,0.5853853821754456,0.8856682777404785,0.6465538740158081,0.9208917617797852,0.8809678554534912
49,0.2805807292461395,0.9225144386291504,0.7100949287414551,0.9545190930366516,0.9173840284347534,0.53962641954422,0.894256591796875,0.628881573677063,0.919527530670166,0.889814019203186
